Trinity_geneID	seurat_name	Gene_short_automated	PROST_result	Musser_et_al_2021	Ruperti_et_al_2024	name_type	Zang_et_al_2026	name_source
c100100-g1	c100100-g1 3-to-2 KLHDC2,KLHDC1 kelch domain containing 2	Klhdc1/2	hs-KLHDC1,KLHDC3,KLHDC2,RABEPK	NA	NA	symbol	Klhdc1/2	Gene_short_automated
c100100-g2	c100100-g1 3-to-2 KLHDC2,KLHDC1 kelch domain containing 2	Klhdc1/2	hs-KLHDC1,KLHDC3,KLHDC2,RABEPK	NA	NA	symbol	Klhdc1/2	Gene_short_automated
c100100-g3	c100100-g3	c100100-g3	NA	NA	NA	trinity_only	c100100-g3	trinity_only
c100101-g1	c100101-g1	c100101-g1	NA	NA	NA	trinity_only	c100101-g1	trinity_only
c100102-g1	c100102-g1 DIF1, Saccharomyces cerevisiae (strain RM11-1a)	Dif1*	DIF1, Saccharomyces cerevisiae (strain RM11-1a)	NA	NA	symbol	Dif1*	Gene_short_automated
c100102-g2	c100102-g2 1-to-2 GLIS1,GLIS3 GLIS family zinc finger 1	Glis1/3	hs-ZIC4,ZNF410,GLIS3,ZIC2,ZIC1,ZNF367,KLF16,EGR1,ZIC3..	NA	NA	symbol	Glis1/3	Gene_short_automated
c100103-g1	c100103-g1	c100103-g1	NA	NA	NA	trinity_only	c100103-g1	trinity_only
c100103-g2	c100103-g2 1-to-1 EBP emopamil binding protein (sterol isomerase)	Ebp	hs-EBP,EBPL	NA	NA	symbol	Ebp	Gene_short_automated
c100103-g3	c100103-g3 ASH2L (ash2 (absent, small, or homeotic)-like (Drosophila)) - emapper OG	Ash2l	hs-ASH2L	NA	NA	symbol	Ash2l	Gene_short_automated
c100104-g1	c100104-g1	c100104-g1	NA	NA	NA	trinity_only	c100104-g1	trinity_only
c100105-g1	c100105-g1 1-to-1 DYNC2H1 dynein cytoplasmic 2 heavy chain 1	Dync2h1	NA	NA	NA	symbol	Dync2h1	Gene_short_automated
c100105-g2	c100105-g1 1-to-1 DYNC2H1 dynein cytoplasmic 2 heavy chain 1	Dync2h1	NA	NA	NA	symbol	Dync2h1	Gene_short_automated
c100106-g1	c100106-g1 1-to-1 HTT huntingtin	Htt	NA	NA	NA	symbol	Htt	Gene_short_automated
c100107-g1	c100107-g1 PRR5 (proline rich 5) - blastp	Prr5	hs-PRR5L	NA	NA	symbol	Prr5	Gene_short_automated
c100108-g1	c100108-g1 (GTP-binding protein) - emapper OG	GTP-binding protein	hs-SAR1B,SAR1A,ARL8B,ARL8A,ARL5A,ARF1,ARF3,ARL6,ARL5B..	NA	NA	description	GTP-binding protein	Gene_short_automated
c100109-g1	c100109-g1 1-to-1 RAPGEF1 Rap guanine nucleotide exchange factor 1	Rapgef1	hs-RAPGEF1,RAPGEF3	NA	NA	symbol	Rapgef1	Gene_short_automated
c100109-g2	c100109-g1 1-to-1 RAPGEF1 Rap guanine nucleotide exchange factor 1	Rapgef1	hs-RAPGEF1,RAPGEF3	NA	NA	symbol	Rapgef1	Gene_short_automated
c100109-g3	c100109-g1 1-to-1 RAPGEF1 Rap guanine nucleotide exchange factor 1	Rapgef1	hs-RAPGEF1,RAPGEF3	NA	NA	symbol	Rapgef1	Gene_short_automated
c100109-g4	c100109-g1 1-to-1 RAPGEF1 Rap guanine nucleotide exchange factor 1	Rapgef1	hs-RAPGEF1,RAPGEF3	NA	NA	symbol	Rapgef1	Gene_short_automated
c100110-g1	c100110-g1 1-to-1 KAZN kazrin, periplakin interacting protein	Kazn	NA	NA	NA	symbol	Kazn	Gene_short_automated
c100110-g2	c100110-g2	c100110-g2	NA	NA	NA	trinity_only	c100110-g2	trinity_only
c100111-g1	c100111-g1	c100111-g1	NA	NA	NA	trinity_only	c100111-g1	trinity_only
c100112-g1	c100112-g1 1-to-1 PPP1R16B protein phosphatase 1 regulatory subunit 16B	Ppp1r16b	hs-RRAGA,DYNC1LI1	NA	NA	symbol	Ppp1r16b	Gene_short_automated
c100113-g1	c100113-g1 1-to-1 INIP INTS3 and NABP interacting protein	Inip	INIP, Gallus gallus	NA	NA	symbol	Inip	Gene_short_automated
c100114-g1	c100114-g1 GLA (N-acetylgalactosaminidase, alpha) - emapper OG	Gla	hs-NAGA,GLA,AMY1B,AMY1C,AMY1A,AMY2B,AMY2A,FUCA1	NA	NA	symbol	Gla	Gene_short_automated
c100115-g1	c100115-g1 (Gamma-glutamyl hydrolase) - emapper OG	Gamma-glutamyl hydrolase	hs-GGH	NA	NA	description	Gamma-glutamyl hydrolase	Gene_short_automated
c100116-g1	c100116-g1 USP4 (ubiquitin specific peptidase) - emapper OG	Usp4	NA	NA	NA	symbol	Usp4 A	Gene_short_automated+suffix
c100116-g2	c100116-g1 USP4 (ubiquitin specific peptidase) - emapper OG	Usp4	NA	NA	NA	symbol	Usp4 A	Gene_short_automated+suffix
c100116-g3	c100116-g3	c100116-g3	NA	NA	NA	trinity_only	c100116-g3	trinity_only
c100116-g4	c100116-g1 USP4 (ubiquitin specific peptidase) - emapper OG	Usp4	NA	NA	NA	symbol	Usp4 A	Gene_short_automated+suffix
c100117-g1	c100117-g1 1-to-4 EPN3,ENTHD1,EPN2,EPN1 epsin 3	Epn3/Enthd1/Epn2/Epn1	hs-TOM1L1,PICALM,EPN2,TOM1L2,EPN1	NA	NA	symbol	Epn3/Enthd1/Epn2/Epn1	Gene_short_automated
c100117-g2	c100117-g1 1-to-4 EPN3,ENTHD1,EPN2,EPN1 epsin 3	Epn3/Enthd1/Epn2/Epn1	hs-TOM1L1,PICALM,EPN2,TOM1L2,EPN1	NA	NA	symbol	Epn3/Enthd1/Epn2/Epn1	Gene_short_automated
c100117-g3	c100117-g3 JAG1 (Notch ligand involved in the mediation of Notch signaling (By similarity)) - emapper OG	Jag1	NA	EGF-like domain-containing	NA	symbol	EGF-like domain-containing	reviewed
c100118-g1	c100118-g1 (Phytochelatin synthase) - emapper OG	Phytochelatin synthase	pcs-1, Caenorhabditis elegans	NA	NA	description	Phytochelatin synthase	Gene_short_automated
c100119-g1	c100119-g1 1-to-3 DCLK1,DCLK2,DCLK3 doublecortin like kinase 1	Dclk1/2/3	SMU1, Ustilago maydis (strain 521 / FGSC 9021)	NA	NA	symbol	Dclk1/2/3	Gene_short_automated
c100120-g1	c100120-g1	c100120-g1	NA	NA	NA	trinity_only	c100120-g1	trinity_only
c100121-g1	c100121-g1 4930563E22Rik, Mus musculus	4930563E22Rik*	4930563E22Rik, Mus musculus	NA	NA	symbol	4930563E22Rik*	Gene_short_automated
c100121-g2	c100121-g2	c100121-g2	NA	NA	NA	trinity_only	c100121-g2	trinity_only
c100122-g1	c100122-g1 hs-IFITM3,TMEM91,IFITM2,PMIS2,TRARG1	Ifitm3*	hs-IFITM3,TMEM91,IFITM2,PMIS2,TRARG1	NA	NA	symbol	Ifitm3*	Gene_short_automated
c100123-g1	c100123-g1 2-to-7 CYP24A1,CYP27B1,CYP27A1,CYP11A1... cytochrome P450 family 24 subfamily A member 1	Cyp11a1/24A1/27A1/27B1	hs-CYP27B1,CYP27A1,CYP11A1,CYP24A1,CYP11B1,CYP11B2,CY..	NA	NA	symbol	Cyp11a1/24A1/27A1/27B1	Gene_short_automated
c100124-g1	c100124-g1 Rcan2, Rattus norvegicus	Rcan2*	Rcan2, Rattus norvegicus	NA	NA	symbol	Rcan2*	Gene_short_automated
c100124-g2	c100124-g2	c100124-g2	NA	NA	NA	trinity_only	c100124-g2	trinity_only
c100124-g3	c100124-g3	c100124-g3	NA	NA	NA	trinity_only	c100124-g3	trinity_only
c100124-g4	c100124-g4 NCBP2 (nuclear cap binding protein subunit 2) - blastp	Ncbp2	hs-NCBP2,NCBP2L,SLIRP	NA	NA	symbol	Ncbp2	Gene_short_automated
c100125-g1	c100125-g1	c100125-g1	NA	NA	NA	trinity_only	c100125-g1	trinity_only
c100126-g1	c100126-g1 DCP1 (Dcp1-like decapping family) - emapper OG	Dcp1	hs-DCP1A,DCP1B,EVL,HOMER3,VASP,NUMB,IPCEF1,HOMER1	NA	NA	symbol	Dcp1	Gene_short_automated
c100127-g1	c100127-g1 1-to-1 RPAP3 RNA polymerase II associated protein 3	Rpap3	hs-TTC1,TTC36	NA	NA	symbol	Rpap3	Gene_short_automated
c100128-g1	c100128-g1 1-to-1 HDAC8 histone deacetylase 8	Hdac8	hs-HDAC8,HDAC3,HDAC11,HDAC1,HDAC2	NA	NA	symbol	Hdac8	Gene_short_automated
c100129-g1	c100129-g1 1-to-3 DLC1,STARD13,STARD8 DLC1 Rho GTPase activating protein	Dlc1/Stard13/Stard8	gacO, Dictyostelium discoideum	NA	NA	symbol	Dlc1/Stard13/Stard8	Gene_short_automated
c100129-g2	c100129-g2 1-to-3 DLC1,STARD13,STARD8 DLC1 Rho GTPase activating protein	Dlc1/Stard13/Stard8	hs-STARD7	NA	NA	symbol	Dlc1/Stard13/Stard8	Gene_short_automated
c100130-g1	c100130-g1 (Phosphotransferase enzyme family) - emapper OG	Phosphotransferase enzyme f...	hs-HYKK,CHKB,ETNK2,FN3KRP,CHKA,FN3K	NA	NA	description	Phosphotransferase enzyme f...	Gene_short_automated
c100131-g1	c100131-g1	c100131-g1	NA	NA	NA	trinity_only	c100131-g1	trinity_only
c100132-g1	c100132-g1 (Cadherins are calcium dependent cell adhesion proteins (By similarity)) - emapper OG	Cadherins are calcium depen...	NA	NA	NA	description	Cadherins are calcium depen...	Gene_short_automated
c100132-g2	c100132-g2 FAT2 (FAT tumor suppressor homolog) - emapper OG	Fat2	NA	NA	NA	symbol	Fat2	Gene_short_automated
c100133-g1	c100133-g1	c100133-g1	NA	NA	NA	trinity_only	c100133-g1	trinity_only
c100134-g1	c100134-g1 (Inherit from COG: esterase) - emapper OG	esterase	yieL, Escherichia coli (strain K12)	NA	NA	description	esterase	Gene_short_automated
c100135-g1	c100135-g1 CDC20 (Required for full ubiquitin ligase activity of the anaphase promoting complex cyclosome (APC	Cdc20	hs-CDC20B,CDC20,FZR1,UTP18,DNAI1,CDC40,PRPF4,WDR25,TL..	NA	NA	symbol	Cdc20	Gene_short_automated
c100135-g2	c100135-g2 1-to-2 DYRK1A,DYRK1B dual specificity tyrosine phosphorylation regulated kinase 1A	Dyrk1a/b	hs-DYRK1A,DYRK1B,DYRK4,CDK8,HIPK4,CDK19,CSNK2A3,CAMK4..	NA	NA	symbol	Dyrk1a/b	Gene_short_automated
c100136-g1	c100136-g1 1-to-1 FGFR1OP FGFR1 oncogene partner	Fgfr1op	hs-CEP43	NA	NA	symbol	Fgfr1op	Gene_short_automated
c100137-g1	c100137-g1 1-to-1 WAPL WAPL cohesin release factor	Wapl	hs-WAPL	NA	NA	symbol	Wapl	Gene_short_automated
c100138-g1	c100138-g1	c100138-g1	NA	NA	NA	trinity_only	c100138-g1	trinity_only
c100139-g1	c100139-g1	c100139-g1	NA	NA	NA	trinity_only	c100139-g1	trinity_only
c100139-g2	c100139-g1	c100139-g1	NA	NA	NA	trinity_only	c100139-g1	Gene_short_automated
c100140-g1	c100140-g1 hs-SPAAR,C10orf105,NCMAP,OPALIN,C3orf18,SMIM33,C1orf2..	Spaar*	hs-SPAAR,C10orf105,NCMAP,OPALIN,C3orf18,SMIM33,C1orf2..	NA	NA	symbol	Spaar*	Gene_short_automated
c100140-g2	c100140-g2 1-to-1 RFC1 replication factor C subunit 1	Rfc1	yqaM, Bacillus subtilis (strain 168)	NA	NA	symbol	Rfc1	Gene_short_automated
c100141-g1	c100141-g1	c100141-g1	NA	NA	NA	trinity_only	c100141-g1	trinity_only
c100142-g1	c100142-g1 1-to-1 ZNF622 zinc finger protein 622	Znf622	hs-ZNF622	NA	NA	symbol	Znf622	Gene_short_automated
c100143-g1	c100143-g1 1-to-1 DCAF7 DDB1 and CUL4 associated factor 7	Dcaf7	hs-DCAF7,GNB4,GNB1,GNB3,NUP37,GNB2,RBBP7,NUP43,RBBP4,..	NA	NA	symbol	Dcaf7	Gene_short_automated
c100144-g1	c100144-g1	c100144-g1	NA	NA	NA	trinity_only	c100144-g1	trinity_only
c100144-g2	c100144-g1	c100144-g1	NA	NA	NA	trinity_only	c100144-g1	Gene_short_automated
c100145-g1	c100145-g1 2-to-1 ASCC3 activating signal cointegrator 1 complex subunit 3	Ascc3	hs-DHX32,DHX40	NA	NA	symbol	Ascc3	Gene_short_automated
c100145-g2	c100145-g1 2-to-1 ASCC3 activating signal cointegrator 1 complex subunit 3	Ascc3	hs-DHX32,DHX40	NA	NA	symbol	Ascc3	Gene_short_automated
c100145-g3	c100145-g3 2-to-1 ASCC3 activating signal cointegrator 1 complex subunit 3	Ascc3	hs-DDX47,EIF4A3	NA	NA	symbol	Ascc3	Gene_short_automated
c100145-g4	c100145-g4 2-to-1 ASCC3 activating signal cointegrator 1 complex subunit 3	Ascc3	NA	NA	NA	symbol	Ascc3	Gene_short_automated
c100145-g5	c100145-g1 2-to-1 ASCC3 activating signal cointegrator 1 complex subunit 3	Ascc3	hs-DHX32,DHX40	NA	NA	symbol	Ascc3	Gene_short_automated
c100146-g1	c100146-g1 1-to-1 MRPS9 mitochondrial ribosomal protein S9	Mrps9	hs-MRPS9	NA	NA	symbol	Mrps9	Gene_short_automated
c100147-g1	c100147-g1 CCDC74A (coiledcoil domain containing) - emapper OG	Ccdc74a	hs-GOLGA8A,AZI2,GOLGA8S,CCDC196,CCDC125,GOLGA8O,GOLGA..	NA	NA	symbol	Ccdc74a	Gene_short_automated
c100148-g1	c100148-g1 1-to-1 ADCK5 aarF domain containing kinase 5	Adck5	hs-ADCK5,ADCK1,COQ8B,ADCK2	NA	NA	symbol	Adck5	Gene_short_automated
c100150-g1	c100150-g1 hs-PVRIG	Pvrig*	hs-PVRIG	NA	NA	symbol	Pvrig*	Gene_short_automated
c100151-g1	c100151-g1 1-to-1 SLC25A1 solute carrier family 25 member 1	Slc25a1	hs-SLC25A1,SLC25A21,SLC25A20,SLC25A14,SLC25A11,SLC25A..	NA	NA	symbol	Slc25a1	Gene_short_automated
c100152-g1	c100152-g1 1-to-2 ERO1B,ERO1A endoplasmic reticulum oxidoreductase 1 beta	Ero1a/b	hs-ERO1A,ERO1B	NA	NA	symbol	Ero1a/b	Gene_short_automated
c100153-g1	c100153-g1 MESDC1 (Mesoderm development candidate 1) - emapper OG	Mesdc1	NA	NA	NA	symbol	Mesdc1	Gene_short_automated
c100154-g1	c100154-g1 1-to-2 DCUN1D1,DCUN1D2 defective in cullin neddylation 1 domain containing 1	Dcun1d1/2	hs-DCUN1D1,DCUN1D2,DCUN1D5,DCUN1D3,DCUN1D4	NA	NA	symbol	Dcun1d1/2	Gene_short_automated
c100155-g1	c100155-g1 1-to-1 KANSL2 KAT8 regulatory NSL complex subunit 2	Kansl2	NA	NA	NA	symbol	Kansl2	Gene_short_automated
c100156-g1	c100156-g1 1-to-2 AK5,AK1 adenylate kinase 5	Ak1/5	hs-AK1,CMPK1,AK2,AK3,AK4,AK6,GUK1,IDNK,DTYMK,NMRK1,PM..	NA	NA	symbol	Ak1/5	Gene_short_automated
c100156-g2	c100156-g2 1-to-1 AK5 adenylate kinase 5	Ak5	hs-DYDC2	NA	NA	symbol	Ak5	Gene_short_automated
c100157-g1	c100157-g1 1-to-1 ARL2BP ADP ribosylation factor like GTPase 2 binding protein	Arl2bp	hs-ARL2BP	NA	NA	symbol	Arl2bp	Gene_short_automated
c100158-g1	c100158-g1 1-to-1 NSDHL NAD(P) dependent steroid dehydrogenase-like	Nsdhl	hs-HSD3B1,HSD3B2,NSDHL,HSD3B7,SDR42E1,SDR42E2,GALE,GF..	NA	NA	symbol	Nsdhl	Gene_short_automated
c100159-g1	c100159-g1 COPS8 (COP9 constitutive photomorphogenic homolog subunit 8 (Arabidopsis)) - emapper OG	Cops8	hs-COPS8,EIF3K	NA	NA	symbol	Cops8	Gene_short_automated
c100160-g1	c100160-g1 1-to-1 ABHD10 abhydrolase domain containing 10	Abhd10	hs-NDRG1,TEX30,NDRG4	NA	NA	symbol	Abhd10	Gene_short_automated
c100161-g1	c100161-g1 FYV8, Saccharomyces cerevisiae (strain ATCC 204508..	Fyv8*	FYV8, Saccharomyces cerevisiae (strain ATCC 204508..	NA	NA	symbol	Fyv8*	Gene_short_automated
c100161-g2	c100161-g1 FYV8, Saccharomyces cerevisiae (strain ATCC 204508..	Fyv8*	FYV8, Saccharomyces cerevisiae (strain ATCC 204508..	NA	NA	symbol	Fyv8*	Gene_short_automated
c100162-g1	c100162-g1 1-to-1 NUDT19 nudix hydrolase 19	Nudt19	hs-NUDT19,NUDT8,NUDT7	NA	NA	symbol	Nudt19	Gene_short_automated
c100163-g1	c100163-g1	c100163-g1	NA	NA	NA	trinity_only	c100163-g1	trinity_only
c100163-g2	c100163-g2 2-to-1 UNC93A unc-93 homolog A (C. elegans)	Unc93a	cctQ, Talaromyces islandicus	NA	NA	symbol	Unc93a	Gene_short_automated
c100164-g1	c100164-g1	c100164-g1	NA	NA	NA	trinity_only	c100164-g1	trinity_only
c100164-g2	c100164-g2 1-to-1 TDRD9 tudor domain containing 9	Tdrd9	NA	NA	NA	symbol	Tdrd9	Gene_short_automated
c100164-g3	c100164-g2 1-to-1 TDRD9 tudor domain containing 9	Tdrd9	NA	NA	NA	symbol	Tdrd9	Gene_short_automated
c100165-g1	c100165-g1 1-to-1 SF3A1 splicing factor 3a subunit 1	Sf3a1	sap114, Schizosaccharomyces pombe (strain 972 / AT..	NA	NA	symbol	Sf3a1	Gene_short_automated
c100166-g1	c100166-g1 1-to-1 DYNC2H1 dynein cytoplasmic 2 heavy chain 1	Dync2h1	NA	NA	NA	symbol	Dync2h1	Gene_short_automated
c100166-g2	c100166-g1 1-to-1 DYNC2H1 dynein cytoplasmic 2 heavy chain 1	Dync2h1	NA	NA	NA	symbol	Dync2h1	Gene_short_automated
c100167-g1	c100167-g1 hs-ZG16,ZG16B	Zg16*	hs-ZG16,ZG16B	NA	NA	symbol	Zg16* E	Gene_short_automated+suffix
c100168-g1	c100168-g1 hs-EDARADD	Edaradd*	hs-EDARADD	NA	NA	symbol	Edaradd*	Gene_short_automated
c100169-g1	c100169-g1 GAR1 (GAR1 ribonucleoprotein homolog (yeast)) - emapper OG	Gar1	hs-GAR1	NA	NA	symbol	Gar1	Gene_short_automated
c100170-g1	c100170-g1	c100170-g1	NA	NA	NA	trinity_only	c100170-g1	trinity_only
c100170-g2	c100170-g2 IFT43, Bos taurus	Ift43*	IFT43, Bos taurus	NA	NA	symbol	Ift43*	Gene_short_automated
c100171-g1	c100171-g1 hs-RHOD,RHOG,RAC2,RAC3,RAC1,RHOA,RHOQ,RHOC,RHOB,CDC42..	Rhod*	hs-RHOD,RHOG,RAC2,RAC3,RAC1,RHOA,RHOQ,RHOC,RHOB,CDC42..	NA	NA	symbol	Rhod*	Gene_short_automated
c100172-g1	c100172-g1 1-to-1 DDX1 DEAD-box helicase 1	Ddx1	hs-DDX1,DDX52,DDX47,DDX28,EIF4A3,EIF4A2,DDX3X,DDX6,EI..	NA	NA	symbol	Ddx1	Gene_short_automated
c100173-g1	c100173-g1 1-to-1 NDUFA12 NADH:ubiquinone oxidoreductase subunit A12	Ndufa12	hs-NDUFA12	NA	NA	symbol	Ndufa12	Gene_short_automated
c100174-g1	c100174-g1 MRPL46 (mitochondrial ribosomal protein, L46) - emapper OG	Mrpl46	hs-MRPL46,NUDT9	NA	NA	symbol	Mrpl46	Gene_short_automated
c100175-g1	c100175-g1 hs-MAMDC2	Mamdc2*	hs-MAMDC2	NA	NA	symbol	Mamdc2*	Gene_short_automated
c100176-g1	c100176-g1	c100176-g1	NA	NA	NA	trinity_only	c100176-g1	trinity_only
c100177-g1	c100177-g1 1-to-1 POLR3F RNA polymerase III subunit F	Polr3f	hs-POLR3F	NA	NA	symbol	Polr3f	Gene_short_automated
c100178-g1	c100178-g1 1-to-1 FEN1 flap structure-specific endonuclease 1	Fen1	hs-FEN1	NA	NA	symbol	Fen1	Gene_short_automated
c100179-g1	c100179-g1 GBF1 (Golgi brefeldin A resistant guanine nucleotide exchange factor 1) - emapper OG	Gbf1	NA	NA	NA	symbol	Gbf1	Gene_short_automated
c100179-g2	c100179-g2	c100179-g2	NA	NA	NA	trinity_only	c100179-g2	trinity_only
c100180-g1	c100180-g1 WFS1 (Wolfram syndrome 1 (wolframin)) - emapper OG	Wfs1	NA	NA	NA	symbol	Wfs1	Gene_short_automated
c100180-g2	c100180-g1 WFS1 (Wolfram syndrome 1 (wolframin)) - emapper OG	Wfs1	NA	NA	NA	symbol	Wfs1	Gene_short_automated
c100181-g1	c100181-g1 1-to-1 PDAP1 PDGFA associated protein 1	Pdap1	NA	NA	NA	symbol	Pdap1	Gene_short_automated
c100181-g2	c100181-g2 ATAD5 (ATPase family, AAA domain containing 5) - emapper OG	Atad5	rfcL, Methanocella arvoryzae (strain DSM 22066 / N..	NA	NA	symbol	Atad5	Gene_short_automated
c100181-g3	c100181-g2 ATAD5 (ATPase family, AAA domain containing 5) - emapper OG	Atad5	rfcL, Methanocella arvoryzae (strain DSM 22066 / N..	NA	NA	symbol	Atad5	Gene_short_automated
c100181-g4	c100181-g2 ATAD5 (ATPase family, AAA domain containing 5) - emapper OG	Atad5	rfcL, Methanocella arvoryzae (strain DSM 22066 / N..	NA	NA	symbol	Atad5	Gene_short_automated
c100182-g1	c100182-g1	c100182-g1	NA	NA	NA	trinity_only	c100182-g1	trinity_only
c100182-g2	c100182-g2	c100182-g2	NA	NA	NA	trinity_only	c100182-g2	trinity_only
c100183-g1	c100183-g1 hs-UBL4B	Ubl4b*	hs-UBL4B	NA	NA	symbol	Ubl4b*	Gene_short_automated
c100184-g1	c100184-g1 (Inherit from opiNOG: HAD superfamily hydrolase) - emapper OG	HAD superfamily hydrolase	hs-NT5M,PHOSPHO1,NT5C3A,PSPH	NA	NA	description	HAD superfamily hydrolase	Gene_short_automated
c100185-g1	c100185-g1 1-to-1 CARM1 coactivator associated arginine methyltransferase 1	Carm1	hs-CARM1	NA	NA	symbol	Carm1	Gene_short_automated
c100186-g1	c100186-g1	c100186-g1	NA	NA	NA	trinity_only	c100186-g1	trinity_only
c100186-g2	c100186-g2	c100186-g2	NA	NA	NA	trinity_only	c100186-g2	trinity_only
c100187-g1	c100187-g1 1-to-1 NDUFS2 NADH:ubiquinone oxidoreductase core subunit S2	Ndufs2	hs-NDUFS2	NA	NA	symbol	Ndufs2	Gene_short_automated
c100188-g1	c100188-g1 ANKS1A (ankyrin repeat and sterile alpha motif domain containing 1A) - blastp	Anks1a	NA	NA	NA	symbol	Anks1a	Gene_short_automated
c100188-g2	c100188-g2 (chitin synthase) - emapper OG	chitin synthase	NA	NA	NA	description	chitin synthase G	Gene_short_automated+suffix
c100189-g1	c100189-g1 hs-SLC19A2,SLC16A4,MFSD9,SVOPL,SLC45A2,SLC46A2,MFSD10..	Slc19a2*	hs-SLC19A2,SLC16A4,MFSD9,SVOPL,SLC45A2,SLC46A2,MFSD10..	NA	NA	symbol	Slc19a2*	Gene_short_automated
c10019-g1	c10019-g1	c10019-g1	NA	NA	NA	trinity_only	c10019-g1	trinity_only
c100190-g1	c100190-g1 (transposon protein) - emapper OG	transposon protein	hs-ZBED5	NA	NA	description	transposon protein	Gene_short_automated
c100191-g1	c100191-g1 1-to-1 ADI1 acireductone dioxygenase 1	Adi1	hs-ADI1	NA	NA	symbol	Adi1	Gene_short_automated
c100192-g1	c100192-g1 1-to-2 NKIRAS2,NKIRAS1 NFKB inhibitor interacting Ras like 2	Nkiras1/2	hs-RASD1,RASD2,RAB23,RAB40A,RAB40AL,RND2,RASL12,RAB40..	NA	NA	symbol	Nkiras1/2	Gene_short_automated
c100193-g1	c100193-g1	c100193-g1	NA	NA	NA	trinity_only	c100193-g1	trinity_only
c100193-g2	c100193-g2	c100193-g2	NA	NA	NA	trinity_only	c100193-g2	trinity_only
c100194-g1	c100194-g1 (Inherit from KOG: Dehydrogenase) - emapper OG	Dehydrogenase	hs-HSD17B7,RDH13,DHRS12,RDH12,DHRSX,DHRS1,RDH11,DHRS1..	NA	NA	description	Dehydrogenase	Gene_short_automated
c100194-g2	c100194-g2	c100194-g2	NA	NA	NA	trinity_only	c100194-g2	trinity_only
c100195-g1	c100195-g1 hs-TNFRSF14,TNFRSF18,CD40,TNFRSF12A,TNFRSF9,TNFRSF4,B..	Tnfrsf14*	hs-TNFRSF14,TNFRSF18,CD40,TNFRSF12A,TNFRSF9,TNFRSF4,B..	NA	NA	symbol	Tnfrsf14*	Gene_short_automated
c100195-g2	c100195-g2 hs-TNFRSF1A,EDAR,TNFRSF19,TNFRSF25,FAS,C1orf159,TNFRS..	Tnfrsf1a*	hs-TNFRSF1A,EDAR,TNFRSF19,TNFRSF25,FAS,C1orf159,TNFRS..	NA	NA	symbol	Tnfrsf1a*	Gene_short_automated
c100196-g1	c100196-g1 1-to-2 KPNA3,KPNA4 karyopherin subunit alpha 3	Kpna3/4	hs-KPNA3,KPNA4,KPNA7,KPNA2,KPNA6,KPNA5,KPNA1,TMCO6,JU..	NA	NA	symbol	Kpna3/4	Gene_short_automated
c100197-g1	c100197-g1 1-to-1 KLHDC3 kelch domain containing 3	Klhdc3	hs-KLHDC3,KLHDC10,RABEPK,KLHDC2,KLHDC1	NA	NA	symbol	Klhdc3	Gene_short_automated
c100198-g1	c100198-g1 1-to-1 MSMO1 methylsterol monooxygenase 1	Msmo1	hs-MSMO1,CH25H,FAXDC2,SC5D,PEDS1	NA	NA	symbol	Msmo1	Gene_short_automated
c100199-g1	c100199-g1 1-to-1 ATXN7L3 ataxin 7 like 3	Atxn7l3	hs-ATXN7L3	NA	NA	symbol	Atxn7l3	Gene_short_automated
c100200-g1	c100200-g1 MERTK (MER proto-oncogene, tyrosine kinase) - blastp	Mertk	hs-RYK,BMPR1A,BMPR1B,SYK,NTRK3,TGFBR2,NTRK1,NTRK2,ARA..	NA	NA	symbol	Mertk	Gene_short_automated
c100201-g1	c100201-g1 1-to-1 PDHX pyruvate dehydrogenase complex component X	Pdhx	hs-DLST,DBT,PDHX,DLAT	NA	NA	symbol	Pdhx	Gene_short_automated
c100202-g1	c100202-g1 1-to-1 PPP1R7 protein phosphatase 1 regulatory subunit 7	Ppp1r7	hs-PPP1R7,LRRC30,LRRC23,LRRC57,LUM,LRRC39,OMD,RSU1,KE..	NA	NA	symbol	Ppp1r7	Gene_short_automated
c100203-g1	c100203-g1 UBB (ubiquitin B) - emapper OG	Ubb	JAL43, Arabidopsis thaliana	NA	NA	symbol	Ubb	Gene_short_automated
c100204-g1	c100204-g1 (member RAS oncogene family) - emapper OG	member RAS oncogene family	hs-RAB28,RAB7B,RAB24,RAB9B,RAB22A,RAB18,RAB27B,RAB25,..	NA	NA	description	member RAS oncogene family	Gene_short_automated
c100205-g1	c100205-g1 SPATA5 (spermatogenesis associated 5) - blastp	Spata5	NA	NA	NA	symbol	Spata5	Gene_short_automated
c100205-g2	c100205-g1 SPATA5 (spermatogenesis associated 5) - blastp	Spata5	NA	NA	NA	symbol	Spata5	Gene_short_automated
c100205-g3	c100205-g3 (selenophosphate synthetase) - emapper OG	selenophosphate synthetase	hs-SEPHS1,SEPHS2	NA	NA	description	selenophosphate synthetase	Gene_short_automated
c100206-g1	c100206-g1	c100206-g1	NA	NA	NA	trinity_only	c100206-g1	trinity_only
c100206-g2	c100206-g2 1-to-3 PSME2,PSME3,PSME1 proteasome activator subunit 2	Psme1/2/3	hs-PSME3,PSME2,PSME1	NA	NA	symbol	Psme1/2/3	Gene_short_automated
c100207-g1	c100207-g1	c100207-g1	NA	NA	NA	trinity_only	c100207-g1	trinity_only
