length	gene_names
1194	c101022-g2
443	c101022-g3
871	c101023-g1
716	c101024-g1
1211	c101025-g1
832	c101026-g1
852	c101027-g1
8980	c101027-g2
1067	c101028-g1
2110	c101030-g1
949	c101030-g2
671	c101031-g1
597	c101032-g1
1005	c101033-g1
212	c101033-g2
506	c101034-g1
889	c101035-g1
1621	c101035-g2
623	c101036-g1
915	c101036-g2
416	c101037-g1
1389	c101037-g2
1066	c101037-g3
358	c101038-g1
3190	c101038-g2
837	c101039-g1
1335	c101039-g2
370	c101040-g1
396	c101040-g2
369	c101040-g3
4363	c101041-g1
744	c101042-g1
1677	c101043-g1
709	c101044-g1
767	c101045-g1
292	c101045-g2
910	c101046-g1
340	c101046-g2
696	c101047-g1
1083	c101048-g1
1807	c101049-g1
1488	c101050-g1
911	c101051-g1
637	c101052-g1
3450	c101053-g1
224	c101054-g2
893	c101055-g1
276	c101055-g2
546	c101056-g1
1760	c101057-g1
629	c101058-g1
225	c101059-g1
1510	c101059-g2
1517	c101060-g1
4554	c101061-g1
3019	c101062-g1
256	c101062-g2
249	c101062-g4
282	c101063-g1
675	c101063-g2
1754	c101064-g1
765	c101065-g1
698	c101065-g2
392	c101066-g1
261	c101067-g1
1361	c101068-g1
1124	c101069-g1
1823	c101069-g2
294	c101069-g3
900	c101069-g4
932	c101070-g1
2549	c101071-g1
2641	c101071-g3
412	c101072-g1
433	c101073-g1
882	c101074-g1
1595	c101075-g1
380	c101076-g1
287	c101076-g2
462	c101077-g1
647	c101077-g2
207	c101078-g1
1825	c101079-g1
1719	c101080-g1
1432	c101080-g2
1789	c101081-g1
235	c101082-g1
1635	c101082-g2
846	c101083-g1
10535	c101084-g1
911	c101085-g1
628	c101085-g2
326	c101085-g3
225	c101085-g4
599	c101085-g5
1003	c101085-g6
331	c101085-g7
739	c101086-g1
462	c101087-g1
2119	c101088-g1
421	c101089-g1
1129	c101090-g1
1937	c101091-g1
1770	c101092-g1
293	c101093-g1
235	c101093-g2
675	c101093-g3
230	c101093-g4
423	c101093-g5
286	c101093-g6
585	c101094-g1
406	c101094-g2
311	c101094-g3
217	c101094-g4
1716	c101095-g1
734	c101096-g1
3707	c101097-g1
3144	c101098-g1
1233	c101099-g1
1024	c101100-g1
1488	c101101-g1
256	c101101-g2
890	c101101-g3
726	c101102-g1
1223	c101103-g1
1578	c101105-g1
997	c101106-g1
3385	c101107-g1
1021	c101108-g1
1456	c101109-g1
689	c101109-g2
2091	c101110-g1
1315	c101111-g1
2949	c101112-g1
5681	c101113-g1
337	c101114-g1
302	c101114-g2
352	c101114-g3
617	c101114-g4
264	c101114-g5
276	c101114-g6
226	c101114-g7
1389	c101115-g1
257	c101116-g1
268	c101116-g2
1547	c101117-g1
653	c101118-g1
776	c101119-g1
784	c101120-g1
1160	c101120-g2
656	c101121-g1
815	c101122-g1
697	c101123-g1
1818	c101124-g1
1367	c101125-g1
1863	c101126-g1
232	c101127-g1
371	c101127-g2
201	c101127-g3
984	c101128-g1
1051	c101128-g2
1319	c101130-g1
335	c101131-g1
1203	c101131-g2
1453	c101132-g1
1008	c101133-g1
480	c101133-g2
283	c101133-g3
1589	c101134-g1
2331	c101135-g1
745	c101136-g1
946	c101137-g1
411	c101137-g2
349	c101138-g1
415	c101138-g2
242	c101139-g1
659	c101140-g1
949	c101140-g2
732	c101141-g1
696	c101142-g1
1809	c101143-g1
1198	c101144-g1
1034	c101145-g1
836	c101146-g1
267	c101147-g1
2106	c101147-g2
4583	c101148-g1
2001	c101149-g1
855	c101150-g1
1649	c101151-g1
1034	c101152-g1
2060	c101153-g1
934	c101153-g3
1413	c101154-g1
382	c101155-g1
322	c101156-g1
452	c101157-g1
1020	c101158-g1
1259	c101159-g1
2008	c101160-g1
232	c101161-g1
258	c101161-g2
897	c101161-g3
936	c101162-g1
1521	c101163-g1
1018	c101164-g1
582	c101164-g2
778	c101164-g3
308	c101165-g1
1541	c101165-g2
508	c101166-g1
297	c101166-g2
456	c101167-g1
699	c101168-g1
1743	c101169-g1
8876	c101170-g1
945	c101171-g1
1252	c101172-g1
1373	c101173-g1
1567	c101174-g1
255	c101175-g1
320	c101175-g2
239	c101175-g3
412	c101175-g4
637	c101176-g1
725	c101177-g1
1110	c101178-g1
2829	c101179-g1
1052	c101180-g1
209	c101181-g1
869	c101182-g1
1556	c101183-g1
3948	c101184-g1
449	c101184-g3
354	c101184-g4
384	c101184-g5
429	c101184-g6
784	c101185-g1
1035	c101187-g1
257	c101188-g2
1130	c101189-g1
285	c101190-g1
1534	c101190-g2
270	c101191-g1
488	c101191-g2
234	c101191-g3
820	c101191-g4
1076	c101191-g5
275	c101191-g6
1377	c101192-g1
1182	c101193-g1
1281	c101194-g1
1398	c101195-g1
794	c101196-g1
234	c101197-g1
367	c101197-g2
1409	c101198-g1
1424	c101199-g1
561	c101200-g1
4355	c101200-g2
1631	c101201-g1
1593	c101202-g1
552	c101204-g1
678	c101205-g1
321	c101205-g2
1693	c101206-g1
1999	c101207-g1
697	c101208-g1
749	c101208-g2
1359	c101209-g1
328	c101210-g1
466	c101210-g2
381	c101210-g3
250	c101210-g4
415	c101211-g1
767	c101212-g1
661	c101212-g2
279	c101213-g1
1348	c101213-g2
1054	c101214-g1
1195	c101215-g1
889	c101216-g1
2006	c101217-g1
1654	c101218-g1
682	c101219-g1
1442	c101220-g1
357	c101220-g2
309	c101221-g1
299	c101221-g2
676	c101221-g3
1277	c101222-g1
1849	c101223-g1
212	c101223-g2
2098	c101224-g1
1318	c101225-g1
231	c101226-g1
2561	c101227-g1
290	c101227-g2
850	c101227-g3
407	c101227-g4
3619	c101228-g1
239	c101228-g3
900	c101229-g1
873	c101230-g1
1366	c101231-g1
1127	c101232-g1
435	c101233-g1
284	c101233-g2
203	c101233-g3
2103	c101234-g1
476	c101235-g1
870	c101235-g2
272	c101235-g3
314	c101235-g4
1348	c101235-g5
534	c101236-g1
1744	c101237-g1
539	c101238-g1
809	c101238-g2
2400	c101239-g1
646	c101240-g1
663	c101240-g2
5563	c101241-g1
742	c101242-g1
1080	c101243-g1
1162	c101244-g1
1777	c101245-g1
2873	c101246-g1
897	c101247-g1
501	c101247-g2
778	c101249-g1
583	c101250-g1
246	c101251-g1
910	c101251-g2
1183	c101251-g3
243	c101251-g4
12812	c101252-g1
1742	c101253-g1
2112	c101253-g2
1162	c101254-g1
804	c101255-g1
420	c101255-g2
3975	c101256-g1
761	c101257-g1
269	c101257-g2
1690	c101258-g1
226	c101259-g1
3320	c101259-g2
684	c101259-g3
3579	c101260-g1
772	c101261-g1
1379	c101262-g1
479	c101263-g1
653	c101264-g1
4434	c101265-g1
1817	c101266-g1
856	c101267-g1
2622	c101268-g1
250	c101268-g3
463	c101268-g4
210	c101268-g5
1598	c101269-g1
209	c101270-g1
575	c101270-g2
330	c101270-g3
1303	c101271-g1
2268	c101272-g1
5177	c101273-g1
395	c101274-g1
511	c101274-g2
1389	c101274-g3
206	c101275-g1
210	c101275-g2
3510	c101276-g1
250	c101277-g1
202	c101277-g2
1666	c101277-g3
2856	c101278-g1
2809	c101278-g2
1120	c101279-g1
951	c101279-g2
1664	c101280-g1
931	c101281-g1
848	c101282-g1
587	c101283-g1
398	c101283-g2
390	c101284-g1
1394	c101285-g1
1264	c101286-g1
739	c101287-g1
888	c101288-g1
1125	c101289-g1
933	c101290-g1
1294	c101291-g1
1101	c101291-g2
825	c101292-g1
879	c101292-g2
230	c101293-g1
1623	c101293-g2
2621	c101294-g1
995	c101295-g1
281	c101295-g2
534	c101296-g1
255	c101296-g2
631	c101296-g3
498	c101296-g4
346	c101296-g5
598	c101296-g6
267	c101296-g7
632	c101296-g8
346	c101297-g1
1375	c101298-g1
1740	c101299-g1
224	c101300-g1
1007	c101301-g1
251	c101302-g1
2420	c101303-g1
791	c101304-g1
556	c101305-g1
1190	c101305-g2
246	c101305-g3
1266	c101306-g1
885	c101307-g1
253	c101308-g1
1647	c101308-g2
231	c101309-g1
628	c101310-g1
2432	c101310-g2
389	c101311-g1
683	c101311-g2
273	c101311-g3
609	c101312-g1
1025	c101313-g1
250	c101313-g2
654	c101315-g1
10740	c101316-g1
575	c101317-g1
380	c101318-g1
872	c101319-g1
8435	c101320-g1
930	c101321-g1
551	c101322-g1
736	c101322-g2
614	c101322-g3
523	c101322-g4
1784	c101323-g1
830	c101324-g1
262	c101325-g1
267	c101325-g2
1015	c101325-g3
4128	c101325-g4
698	c101325-g5
653	c101325-g6
886	c101326-g1
2902	c101327-g1
1283	c101327-g2
819	c101328-g1
1348	c101329-g1
400	c101331-g1
930	c101332-g1
1113	c101333-g1
5284	c101334-g1
1253	c101335-g1
212	c101336-g1
475	c101336-g2
312	c101337-g1
390	c101337-g2
458	c101337-g3
469	c101337-g4
457	c101337-g5
679	c101338-g1
253	c101338-g2
1336	c101339-g1
2233	c101340-g1
855	c101341-g1
1192	c101342-g1
1795	c101343-g1
799	c101344-g1
2333	c101345-g1
1844	c101346-g1
2803	c101346-g2
1761	c101347-g1
4083	c101348-g1
1070	c101349-g1
246	c101350-g1
437	c101351-g1
1670	c101352-g1
224	c101353-g1
1633	c101353-g2
209	c101353-g3
3103	c101354-g1
598	c101355-g1
3473	c101356-g1
1296	c101357-g1
2320	c101358-g1
1450	c101359-g1
1727	c101360-g1
787	c101361-g1
1838	c101362-g1
3084	c101363-g1
376	c101363-g2
1580	c101364-g1
828	c101365-g1
1907	c101366-g1
804	c101367-g1
216	c101368-g1
432	c101368-g2
430	c101368-g3
2673	c101369-g1
1789	c101370-g1
481	c101370-g2
395	c101370-g3
936	c101370-g4
344	c101371-g1
265	c101371-g2
603	c101372-g1
2330	c101373-g1
1663	c101374-g1
2116	c101375-g1
1421	c101376-g1
337	c101377-g1
807	c101378-g1
5307	c101378-g2
979	c101379-g1
3015	c101379-g2
630	c101380-g1
525	c101380-g2
509	c101381-g1
207	c101381-g2
253	c101381-g3
788	c101382-g1
357	c101383-g1
356	c101383-g2
1173	c101384-g1
1235	c101385-g1
277	c101386-g1
1549	c101386-g2
279	c101387-g1
1582	c101387-g2
4209	c101388-g1
6050	c101389-g1
1303	c101389-g3
231	c101389-g5
489	c101390-g1
5312	c101390-g2
515	c101390-g3
1307	c101390-g4
1723	c101391-g1
1938	c101392-g1
1756	c101393-g1
1747	c101394-g1
532	c101395-g1
1181	c101396-g1
970	c101397-g1
295	c101398-g1
2163	c101398-g2
1086	c101399-g1
1556	c101400-g1
353	c101401-g1
356	c101401-g3
357	c101401-g4
1843	c101402-g1
2506	c101403-g1
421	c101404-g1
231	c101405-g1
406	c101405-g2
652	c101406-g1
1024	c101407-g1
1189	c101408-g1
656	c101409-g1
285	c101409-g2
239	c101410-g1
563	c101410-g2
217	c101410-g3
687	c101410-g4
228	c101410-g5
584	c101412-g1
1921	c101413-g1
2227	c101414-g1
793	c101415-g1
1019	c101416-g1
681	c101416-g2
981	c101417-g1
612	c101418-g1
631	c101418-g2
440	c101418-g3
589	c101418-g4
269	c101420-g1
1738	c101421-g1
975	c101422-g1
421	c101423-g1
3480	c101424-g1
1352	c101425-g1
1871	c101426-g1
1484	c101427-g1
1037	c101427-g2
258	c101428-g1
1034	c101428-g2
879	c101430-g1
276	c101430-g2
465	c101430-g3
1917	c101431-g1
312	c101432-g1
206	c101432-g2
405	c101432-g3
223	c101432-g4
657	c101433-g1
514	c101434-g1
838	c101435-g1
937	c101436-g1
214	c101437-g1
1732	c101438-g1
910	c101438-g2
253	c101439-g1
221	c101439-g2
464	c101439-g3
697	c101439-g4
970	c101440-g1
915	c101441-g1
276	c101441-g2
1063	c101442-g1
372	c101443-g1
391	c101443-g2
218	c101443-g3
379	c101443-g4
254	c101444-g1
665	c101444-g2
911	c101444-g3
724	c101444-g4
292	c101444-g5
737	c101445-g1
1043	c101446-g1
2226	c101447-g1
902	c101448-g1
830	c101449-g1
207	c10144-g1
1180	c101450-g1
501	c101451-g1
1004	c101452-g1
462	c101453-g1
381	c101453-g2
451	c101453-g3
806	c101454-g1
414	c101454-g2
1214	c101455-g1
762	c101456-g1
1102	c101457-g1
384	c101457-g2
1823	c101458-g1
276	c101459-g1
262	c101459-g2
346	c101460-g1
1333	c101460-g2
2561	c101461-g1
10383	c101462-g1
233	c101462-g5
2570	c101463-g1
954	c101463-g3
1968	c101464-g1
1246	c101465-g1
355	c101466-g1
778	c101466-g2
2306	c101467-g1
295	c101468-g1
687	c101468-g2
4337	c101469-g1
306	c10146-g1
704	c101470-g1
368	c101471-g1
990	c101471-g2
732	c101472-g1
1390	c101472-g2
486	c101473-g1
246	c101474-g1
518	c101474-g2
970	c101474-g3
685	c101475-g1
816	c101476-g1
1396	c101477-g1
207	c101478-g1
1125	c101478-g2
385	c101478-g3
238	c101479-g1
1057	c101479-g2
1990	c101480-g1
478	c101481-g1
1783	c101482-g1
1004	c101483-g1
1303	c101484-g1
3320	c101485-g1
392	c101487-g1
578	c101488-g1
288	c101488-g2
219	c101489-g1
3119	c101490-g2
881	c101491-g1
302	c101492-g1
2141	c101492-g2
729	c101492-g3
6859	c101493-g3
995	c101494-g1
557	c101495-g1
319	c101495-g2
239	c101495-g3
604	c101495-g4
720	c101496-g1
387	c101496-g2
1916	c101497-g1
229	c101497-g2
2260	c101498-g1
295	c101499-g1
218	c101499-g2
362	c101499-g3
223	c101499-g4
1149	c101500-g1
387	c101500-g2
365	c101500-g3
279	c101501-g1
664	c101502-g1
597	c101502-g2
375	c101502-g3
591	c101502-g4
234	c101502-g5
1286	c101503-g1
293	c101503-g2
464	c101504-g1
474	c101505-g1
1606	c101506-g1
260	c101507-g1
2482	c101507-g2
1191	c101508-g1
597	c101509-g1
1310	c101509-g2
3836	c101510-g1
225	c101510-g2
226	c101510-g4
5329	c101510-g5
209	c101511-g1
2496	c101511-g2
1131	c101512-g1
499	c101513-g1
246	c101514-g1
204	c101514-g2
1298	c101514-g3
255	c101514-g4
1056	c101515-g1
745	c101516-g1
1776	c101517-g1
990	c101518-g1
881	c101518-g2
282	c101518-g3
294	c101519-g1
672	c101519-g2
1241	c101520-g1
917	c101521-g1
4068	c101521-g2
1970	c101522-g1
1087	c101523-g1
424	c101524-g1
323	c101524-g2
2802	c101525-g1
548	c101526-g1
314	c101526-g2
631	c101526-g3
341	c101527-g1
892	c101527-g2
1468	c101528-g1
1618	c101529-g1
784	c101529-g2
2935	c101530-g1
1100	c101530-g3
1190	c101531-g1
866	c101532-g1
598	c101533-g1
1497	c101534-g1
1078	c101534-g2
751	c101535-g1
273	c101535-g2
3265	c101536-g1
3586	c101537-g1
208	c101538-g1
1336	c101538-g2
230	c101539-g1
350	c101539-g2
1336	c101540-g1
1194	c101541-g1
1200	c101541-g3
237	c101542-g1
236	c101542-g2
905	c101543-g1
1212	c101544-g1
4522	c101545-g1
1037	c101546-g1
623	c101547-g1
1147	c101548-g1
254	c101548-g2
2129	c101549-g1
1391	c101550-g1
397	c101551-g1
207	c101552-g1
1455	c101552-g2
220	c101552-g3
297	c101553-g1
208	c101553-g2
1141	c101554-g1
776	c101555-g1
1360	c101556-g1
714	c101557-g1
732	c101558-g1
824	c101559-g1
4577	c101560-g1
747	c101561-g1
242	c101562-g1
984	c101563-g1
1975	c101564-g1
2498	c101565-g1
261	c101566-g1
1275	c101566-g2
7415	c101567-g1
903	c101568-g1
7834	c101569-g1
477	c101569-g2
844	c101570-g1
882	c101571-g1
1023	c101571-g2
1951	c101572-g1
215	c101573-g1
247	c101573-g2
375	c101574-g1
259	c101574-g2
203	c101574-g3
205	c101574-g4
208	c101574-g5
224	c101574-g6
442	c101576-g1
300	c101576-g2
1092	c101577-g1
2123	c101578-g1
294	c101578-g2
414	c101578-g3
420	c101579-g1
957	c101579-g2
500	c101579-g3
685	c101580-g1
396	c101580-g2
300	c101580-g3
945	c101581-g1
1237	c101582-g1
245	c101583-g1
255	c101583-g2
249	c101583-g3
246	c101583-g4
3658	c101584-g1
599	c101585-g1
1385	c101586-g1
2391	c101587-g1
904	c101588-g1
2784	c101589-g1
1084	c101590-g1
7779	c101590-g2
802	c101591-g1
851	c101592-g1
1413	c101593-g1
597	c101593-g2
1678	c101594-g1
2699	c101595-g1
1806	c101596-g1
483	c101597-g1
1853	c101598-g1
1250	c101598-g3
744	c101599-g1
1389	c101600-g1
849	c101601-g1
225	c101602-g1
320	c101602-g2
1539	c101603-g1
752	c101604-g1
3400	c101605-g1
494	c101607-g1
1734	c101608-g1
1538	c101609-g1
886	c101610-g1
3445	c101610-g2
1451	c101611-g1
1245	c101612-g1
576	c101613-g1
288	c101613-g2
1132	c101614-g1
1197	c101614-g2
565	c101615-g1
234	c101616-g1
438	c101616-g2
261	c101616-g4
235	c101616-g5
373	c101616-g6
1083	c101617-g1
620	c101618-g1
863	c101619-g1
1466	c101620-g1
2585	c101621-g1
321	c101622-g1
641	c101623-g1
1169	c101624-g1
346	c101625-g1
714	c101625-g2
353	c101625-g3
1230	c101626-g1
3340	c101627-g1
2196	c101628-g1
245	c101629-g1
227	c101629-g2
396	c101629-g3
213	c101629-g4
357	c101629-g5
499	c101630-g1
816	c101631-g1
466	c101631-g2
476	c101631-g3
2123	c101632-g1
229	c101633-g1
446	c101633-g2
1449	c101633-g3
2283	c101634-g1
2068	c101635-g1
1782	c101636-g1
269	c101636-g3
1248	c101637-g1
491	c101638-g1
430	c101639-g1
558	c101640-g1
1495	c101641-g1
497	c101642-g1
1475	c101643-g1
1322	c101644-g1
754	c101645-g1
458	c101646-g1
415	c101647-g1
233	c101647-g2
245	c101647-g3
788	c101648-g1
676	c101649-g1
495	c101649-g2
313	c101649-g3
2671	c101650-g1
640	c101650-g2
211	c101650-g4
637	c101651-g1
2449	c101652-g1
250	c101654-g1
841	c101655-g1
900	c101656-g1
334	c101656-g2
1243	c101657-g1
214	c101658-g1
682	c101658-g2
972	c101658-g3
906	c101659-g1
2174	c101660-g1
508	c101661-g1
347	c101662-g1
5886	c101663-g1
278	c101664-g1
243	c101664-g2
253	c101664-g3
379	c101664-g4
7091	c101664-g5
461	c101664-g6
351	c101665-g1
371	c101666-g1
505	c101666-g2
1432	c101667-g1
1495	c101667-g2
1396	c101668-g1
1460	c101669-g1
290	c101669-g2
3457	c101670-g1
2156	c101671-g1
394	c101672-g1
1576	c101673-g1
234	c101674-g1
210	c101674-g2
512	c101675-g1
463	c101675-g2
385	c101676-g1
1554	c101676-g2
9095	c101676-g4
4257	c101677-g1
280	c101678-g1
2634	c101678-g2
378	c101680-g1
641	c101681-g1
1598	c101682-g1
625	c101683-g1
753	c101684-g1
203	c101685-g1
557	c101685-g2
1669	c101686-g1
246	c101687-g1
1072	c101688-g1
1840	c101689-g1
769	c101690-g1
1172	c101691-g1
1428	c101692-g1
537	c101693-g1
1772	c101693-g2
263	c101693-g3
1030	c101694-g1
1616	c101695-g1
932	c101696-g1
1514	c101697-g1
311	c101698-g1
792	c101698-g2
1534	c101698-g3
1023	c101699-g1
2313	c101700-g1
572	c101700-g2
782	c101701-g1
614	c101702-g1
210	c101702-g2
242	c101702-g3
212	c101702-g4
247	c101702-g5
1239	c101702-g6
224	c101703-g1
376	c101703-g2
482	c101704-g1
3700	c101704-g2
1236	c101705-g1
576	c101706-g1
1861	c101707-g1
783	c101708-g1
5346	c101709-g1
2243	c101709-g3
297	c101709-g5
3000	c101710-g1
996	c101711-g1
891	c101712-g1
2158	c101713-g1
3167	c101713-g2
1332	c101714-g1
783	c101715-g1
371	c101715-g2
381	c101716-g1
314	c101716-g2
2376	c101716-g3
714	c101717-g1
3010	c101717-g2
1108	c101718-g1
1223	c101719-g1
730	c101719-g2
678	c101719-g3
823	c101720-g1
1948	c101721-g1
407	c101722-g1
382	c101722-g2
632	c101722-g3
248	c101723-g1
203	c101723-g2
315	c101723-g3
2305	c101724-g1
313	c101725-g1
359	c101725-g2
585	c101726-g1
203	c101726-g2
601	c101726-g3
833	c101726-g4
340	c101726-g5
912	c101726-g6
1960	c101727-g1
2087	c101728-g1
1246	c101728-g2
349	c101728-g3
866	c101729-g1
2313	c101730-g1
1131	c101731-g1
253	c101731-g2
600	c101732-g1
704	c101733-g1
4530	c101734-g1
1107	c101734-g2
1853	c101735-g1
217	c101736-g1
632	c101736-g2
1302	c101737-g1
1581	c101738-g1
1708	c101738-g2
227	c101739-g2
382	c101739-g3
863	c101739-g4
767	c101739-g5
700	c101739-g6
996	c101740-g1
2474	c101741-g1
2078	c101742-g1
434	c101743-g1
886	c101743-g2
659	c101744-g1
892	c101744-g2
2065	c101745-g1
2988	c101746-g1
726	c101747-g1
5121	c101748-g1
234	c101749-g1
407	c101749-g2
208	c101749-g3
300	c101750-g1
211	c101751-g1
3039	c101752-g1
2824	c101753-g1
985	c101754-g1
1047	c101755-g1
1166	c101756-g1
539	c101756-g2
1692	c101757-g1
535	c101758-g1
613	c101759-g1
1342	c101759-g2
861	c101759-g3
303	c101760-g1
1807	c101760-g2
436	c101761-g1
1625	c101762-g1
573	c101763-g1
375	c101763-g2
1289	c101764-g1
3676	c101765-g1
1409	c101766-g1
2383	c101767-g1
301	c101768-g1
240	c101768-g2
744	c101768-g3
611	c101769-g1
784	c101769-g2
1226	c101770-g1
1376	c101771-g1
1477	c101772-g1
918	c101773-g1
1944	c101774-g1
1721	c101775-g1
208	c101775-g2
471	c101776-g1
213	c101776-g2
548	c101776-g3
1072	c101777-g1
268	c101778-g1
2201	c101778-g2
856	c101779-g1
922	c101780-g1
236	c101780-g2
921	c101781-g1
2934	c101782-g1
457	c101782-g2
270	c101782-g3
294	c101782-g4
441	c101782-g5
414	c101782-g6
1187	c101782-g7
426	c101782-g8
1665	c101783-g1
817	c101784-g1
3047	c101784-g2
360	c101784-g3
446	c101784-g4
469	c101784-g5
364	c101784-g6
793	c101784-g7
951	c101784-g8
850	c101785-g1
1536	c101786-g1
303	c101786-g2
1148	c101787-g1
237	c101788-g1
204	c101788-g2
251	c101789-g1
212	c101789-g2
281	c101789-g3
237	c101789-g4
217	c101789-g5
1164	c101790-g1
202	c101790-g2
1152	c101791-g1
350	c101792-g1
284	c101792-g2
337	c101792-g3
438	c101792-g4
1966	c101793-g1
540	c101794-g1
444	c101795-g1
1585	c101796-g1
1478	c101797-g1
300	c101797-g2
3053	c101798-g1
1386	c101799-g1
259	c101799-g2
242	c101800-g1
1277	c101801-g1
1336	c101802-g1
696	c101803-g1
2189	c101804-g1
2019	c101805-g1
4415	c101805-g2
489	c101805-g3
945	c101806-g1
495	c101807-g1
1667	c101807-g2
1744	c101807-g3
5120	c101808-g1
220	c101809-g1
1888	c101809-g2
3426	c101810-g1
1624	c101811-g1
3908	c101812-g1
225	c101812-g2
1183	c101813-g1
1339	c101814-g1
746	c101815-g1
414	c101816-g1
210	c101817-g1
217	c101817-g2
340	c101817-g3
871	c101818-g1
1080	c101819-g1
3397	c101820-g1
858	c101821-g1
1516	c101822-g1
890	c101823-g1
250	c101824-g1
235	c101825-g1
214	c101825-g2
1381	c101826-g1
953	c101827-g1
1637	c101828-g1
916	c101829-g1
611	c101830-g1
1739	c101831-g1
3803	c101832-g1
1760	c101833-g1
1206	c101834-g1
537	c101835-g1
738	c101836-g1
258	c101837-g1
251	c101837-g2
254	c101838-g1
1225	c101838-g2
1080	c101840-g1
1934	c101841-g1
205	c101841-g2
483	c101842-g1
1691	c101842-g2
2185	c101842-g3
422	c101842-g4
736	c101843-g1
567	c101843-g2
966	c101844-g1
236	c101845-g1
1087	c101845-g2
984	c101846-g1
